C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_187.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_187.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_187.jpg, 0, 0, 0, 8.007894E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_289.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_289.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_289.jpg, 0, 0, 0, 7.988762E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_393.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_393.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_393.jpg, 0, 0, 0, 7.888114E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_492.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_492.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_492.jpg, 0, 0, 0, 7.858344E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_594.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_594.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_594.jpg, 0, 0, 0, 8.070409E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_697.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_697.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_697.jpg, 0, 0, 0, 7.801157E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_798.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_798.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_798.jpg, 0, 0, 0, 8.046874E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_30_899.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_30_899.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_30_899.jpg, 0, 0, 0, 7.797795E-05
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_31_005.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_31_005.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_31_005.jpg, 0, 0.0977811, 0, 0.02104689
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_31_107.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_31_107.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_31_107.jpg, 0, 0.4566165, 0, 0.4831026
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_31_211.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_31_211.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_31_211.jpg, -0.0795417, 0.7700061, 0, 1.154079
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_31_318.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_31_318.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_31_318.jpg, -0.3754281, 1, 0, 2.237772
C:\Users\HP\Documents\LaneLine\Data\IMG\center_2022_06_05_01_34_31_423.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\left_2022_06_05_01_34_31_423.jpg, C:\Users\HP\Documents\LaneLine\Data\IMG\right_2022_06_05_01_34_31_423.jpg, -0.6877269, 1, 0, 3.372254
